STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : BITLIS DSI 173. SB. MUD.
EARTHQUAKE DATE         : 23/10/2011
EPICENTER COORDINATES   : 
EARTHQUAKE DEPTH (km)   : 
EARTHQUAKE MAGNITUDE    : 
STATION ID              : 1302
STATION COORDINATES     : 38.47440N-42.15912E
STATION ALTITUDE (m)    : 1794
RECORDER TYPE           : CMG-5TD
RECORDER SERIAL NO      : 5J60
RECORD TIME             : 23/10/2011 10:41:18 (GMT)
NUMBER OF DATA          : 19107
SAMPLING INTERVAL (sec) : 0.01000000
RAW PGA VALUES (cm/s^2) : (N-S)  89.668149 (E-W) 102.243526 (U-D)  35.511623
Copyright EARTHQUAKE RESEARCH DEPARTMENT 
GENERAL DIRECTORATE OF DISASTER AFFAIRS 
       N-S           E-W           U-D
    26.515167      23.984226       6.307902  
    20.739555      22.240052       7.745111  
    16.047284      20.419372       7.902631  
    13.082502      17.460572       8.052398  
    12.470781      13.074003       8.037514  
    13.635663       7.719953       8.527747  
    16.367784       2.398016       8.458910  
    19.309269      -2.095910       6.260460  
    22.720799      -5.899722       3.351313  
    25.784439      -9.735333       0.124956  
    28.401961     -13.214553      -3.021090  
    29.660348     -15.316692      -6.530238  
    29.246973     -15.664898     -10.111013  
    25.456698     -14.018006     -11.991013  
    18.279450     -10.344535     -12.537369  
    10.369271      -5.337116     -12.565897  
     2.851688      -0.455000     -10.827602  
    -3.971058       2.541895      -8.822331  
   -10.565550       3.813505      -6.270393  
   -16.409795       3.551564      -3.436284  
   -22.737939       2.730795      -1.171168  
   -27.600849       0.082734       1.366196  
   -29.926206      -5.305003       3.328057  
   -29.564148     -11.017963       4.788522  
   -28.221700     -17.326586       5.139840  
   -26.116097     -24.294785       4.269142  
   -23.280081     -30.218998       2.675034  
   -19.094691     -34.389591       1.386041  
   -15.114572     -39.678785      -0.659850  
   -14.250041     -44.780654      -3.260780  
   -14.034380     -45.628814      -5.350083  
   -14.284043     -44.357519      -7.793183  
   -16.575397     -42.283399      -9.976129  
   -19.751118     -37.916980     -10.437524  
   -21.833423     -30.048358      -9.880005  
   -22.744865     -21.782733      -8.560625  
   -23.764294     -15.257504      -6.178300  
   -25.800004      -7.888837      -3.787602  
   -27.323166       0.983472      -1.117835  
   -27.660353       8.221797       1.887437  
   -27.394004      11.446317       4.269452  
   -27.654686      13.143582       5.805576  
   -27.803602      14.160177       6.808367  
   -26.748911      14.421174       6.173948  
   -24.402775      14.651002       3.880615  
   -22.925579      14.713969       1.454879  
   -23.195076      13.988593      -1.107602  
   -24.975772      11.901251      -3.785431  
   -27.556458       9.416274      -5.542641  
   -28.676948       5.768933      -6.802796  
   -28.137954       0.747347      -7.057990  
   -26.881141      -4.409618      -6.311943  
   -25.177579      -9.364775      -5.210548  
   -21.475458     -13.452881      -3.363726  
   -16.203894     -16.776258      -1.625121  
   -11.399543     -19.044630      -0.280005  
    -7.164409     -19.474062       0.437514  
    -3.139584     -18.257548       1.253328  
    -0.089482     -15.300951       2.682786  
     2.143314     -10.414428       3.736429  
     3.405165      -3.666297       5.167127  
     3.781390       4.307793       6.818600  
     4.064425      12.391446       7.576429  
     4.983737      18.756424       8.396894  
     7.996060      23.031542       9.173948  
    13.872732      24.470958       9.064801  
    21.224083      22.484047       9.841545  
    29.640199      17.506537      10.613328  
    39.870383       9.261061       9.393793  
    49.263111      -0.451537       7.800305  
    58.476384      -9.792947       5.410538  
    67.137755     -17.854876       2.044646  
    71.779967     -24.235597      -1.513804  
    74.855571     -28.586274      -5.451168  
    76.667435     -30.767122      -8.141090  
    73.258738     -29.016651      -9.407447  
    65.902035     -23.211760      -8.764656  
    55.435727     -14.143625      -7.215199  
    44.465056      -5.541757      -5.271943  
    34.425031      -0.674754      -0.524966  
    23.900478       2.704034       3.858910  
    13.711538       7.282336       7.876274  
     1.039509      13.652352      10.897979  
    -7.700884      18.947213      13.299840  
   -11.832123      21.654147      15.301080  
   -14.180463      22.358744      14.604956  
   -15.047828      22.464213      13.615809  
   -15.554394      23.033746      10.115654  
   -13.925763      24.925262       5.506662  
   -11.569867      25.862835       0.628832  
    -8.235786      25.913208      -4.154114  
    -8.510320      27.197727      -6.847757  
   -12.681228      30.521734      -8.149462  
   -17.013645      35.377403      -6.994734  
   -22.102291      40.432362      -3.893959  
   -29.049081      43.676086      -0.289307  
   -35.909922      44.928492       3.835654  
   -41.500726      44.766353       8.462941  
   -45.603630      42.820056      11.906352  
   -47.397863      41.176627      13.863251  
   -47.866650      37.687018      15.457979  
   -47.461145      32.000819      16.607437  
   -45.545386      26.587266      16.191933  
   -40.230690      21.932460      15.212708  
   -33.078943      17.443886      14.723406  
   -26.321997      12.237492      13.777049  
   -18.674389       6.786474      12.347282  
   -12.018190       2.215728      11.246817  
    -5.847463      -1.489542      11.544181  
    -1.266957      -3.382003      11.974259  
     0.389379      -5.526645      11.756894  
     1.795109      -8.809094      11.696119  
     2.641380     -11.328073      11.392863  
     3.113000     -14.656803      10.760305  
     3.815707     -18.284308       9.364336  
     5.691797     -21.450584       7.342941  
     8.161032     -23.830407       4.231003  
    11.865357     -25.531764       1.389452  
    15.700968     -27.309941      -0.768377  
    18.791683     -28.331574      -2.855199  
    21.970552     -28.766358      -4.651788  
    24.925890     -29.188550      -6.602176  
    27.470370     -29.000279      -8.336439  
    29.388333     -27.809896      -9.736129  
    29.749131     -25.077145     -10.164036  
    28.897193     -20.729931      -9.466362  
    27.094459     -15.144479      -7.283106  
    24.065136      -9.023810      -4.260160  
    20.475095      -2.893067      -1.232563  
    16.532127       2.776760       1.104491  
    14.361983       7.776623       2.069452  
    14.351279      11.707628       2.025421  
    15.852402      13.466915       0.731158  
    19.688328      13.307610      -1.351323  
    25.326042      11.697239      -3.897059  
    30.443653       9.239967      -6.805586  
    34.346323       5.416950      -9.386362  
    36.401238       0.302803     -11.486207  
    35.769053      -4.693282     -12.374889  
    33.448419      -9.704479     -12.383571  
    30.686074     -15.135349     -11.637835  
    26.083216     -19.642813     -10.490858  
    20.021736     -21.426342      -9.599075  
    12.773650     -22.391935      -9.015819  
     6.217568     -22.503386      -8.885897  
     1.905615     -22.212795      -8.194114  
    -2.980278     -23.119829      -7.561866  
    -6.899320     -24.782147      -7.731478  
    -9.556195     -27.710094      -7.388842  
   -12.896574     -31.103049      -7.182641  
   -16.452612     -34.963846      -7.354424  
   -19.400079     -38.507292      -6.396594  
   -22.943839     -41.416664      -5.555044  
   -27.052095     -42.995236      -4.998455  
   -31.219540     -43.186025      -3.893648  
   -35.338815     -42.057978      -2.462331  
   -38.829998     -38.955299      -1.315044  
   -42.348886     -33.925212       0.016119  
   -44.668891     -27.595495       1.508832  
   -44.998206     -20.819973       2.334879  
   -45.916889     -13.512385       3.226662  
   -46.426604      -7.125053       3.560615  
   -44.779397      -0.794705       3.597204  
   -42.464745       5.042299       3.737049  
   -40.318528       9.783999       2.860460  
   -38.622208      13.666834       1.388522  
   -36.523846      16.849796      -0.509152  
   -34.564011      19.317142      -2.453648  
   -33.689405      21.114209      -3.590083  
   -34.712297      22.963538      -4.613648  
   -36.469065      24.376823      -5.036284  
   -37.611594      26.072199      -4.474114  
   -37.605298      28.024793      -3.761245  
   -36.099136      29.722373      -2.453338  
   -32.819206      30.529919      -0.281555  
   -27.807694      30.741802       2.049297  
   -22.002489      31.722192       4.755344  
   -15.534874      32.269372       7.324026  
    -8.862303      32.124234       9.156274  
    -1.310089      32.521553      10.982321  
     5.858658      32.281650      11.971158  
    13.033073      31.771306      12.063871  
    19.969788      30.128193      11.397824  
    25.316912      28.423057       9.983871  
    29.597697      27.866747       8.830693  
    32.740989      27.044718       7.581080  
    34.101383      27.067701       6.518755  
    32.993171      27.936010       5.913173  
    31.242699      28.728760       6.270693  
    29.654996      28.537656       7.022321  
    27.849429      27.451797       7.714414  
    26.562392      25.019397       8.569297  
    26.159090      20.474468       9.382941  
    26.867150      14.940963      11.070383  
    28.585823       8.593930      12.957204  
    30.498749       1.273118      14.860770  
    32.241664      -6.651229      16.127747  
    33.869036     -14.010765      16.647127  
    36.177706     -20.386763      16.469142  
    37.026496     -26.232582      15.112553  
    36.131741     -30.866295      13.959375  
    34.717511     -35.474820      12.528677  
    31.959889     -39.430067      11.007437  
    29.397778     -41.910636      11.369917  
    25.675822     -43.329274      12.224801  
    20.494930     -43.782634      12.983561  
    15.695301     -42.728258      14.415499  
    11.118888     -40.515611      15.021390  
     7.326095     -38.745620      15.047127  
     4.172413     -37.027891      14.378600  
     1.833518     -34.993126      12.862321  
     0.078009     -32.716568      11.316274  
    -1.362666     -29.946667       9.614879  
    -2.565014     -26.922067       8.226972  
    -3.223329     -24.193724       7.017049  
    -2.654741     -21.357079       5.121235  
    -1.018869     -18.871472       2.288677  
     1.420457     -17.171059      -0.745431  
     3.253415     -15.907004      -3.266052  
     4.499839     -13.727730      -5.618610  
     5.065909     -11.105801      -7.594424  
     4.700073      -9.121409      -8.990083  
     3.488910      -7.114978     -10.528997  
