STRONG GROUND MOTION RECORDS OF TURKIYE
PLACE                   : AGRI BAYINDIRLIK VE ISKAN MUD.
EARTHQUAKE DATE         : 23/10/2011
EPICENTER COORDINATES   : 
EARTHQUAKE DEPTH (km)   : 
EARTHQUAKE MAGNITUDE    : 
STATION ID              : 401
STATION COORDINATES     : 39.71991N-43.01585E
STATION ALTITUDE (m)    : 1610
RECORDER TYPE           : CMG-5TD
RECORDER SERIAL NO      : 5D60
RECORD TIME             : 23/10/2011 10:40:43 (GMT)
NUMBER OF DATA          : 22241
SAMPLING INTERVAL (sec) : 0.01000000
RAW PGA VALUES (cm/s^2) : (N-S)  18.459245 (E-W)  15.087845 (U-D)   7.217400
Copyright EARTHQUAKE RESEARCH DEPARTMENT 
GENERAL DIRECTORATE OF DISASTER AFFAIRS 
       N-S           E-W           U-D
    -3.368353      -6.799856      -1.091987  
    -2.384158      -5.509509      -1.169031  
    -1.786253      -1.294123      -0.986131  
    -3.299485       1.902008      -1.222898  
    -3.329536       0.526513      -1.150240  
    -1.367407      -2.380995      -0.723684  
    -1.761836      -4.679329      -1.110152  
    -3.741496      -5.662272      -1.354435  
    -2.091779      -3.652560      -1.328754  
    -1.927747      -1.527650      -1.127690  
    -3.079731      -1.344835      -1.444632  
    -2.964533      -2.218215      -1.350051  
    -1.790009      -2.137450      -1.491610  
    -3.015245      -2.752885      -1.521675  
    -3.730853      -2.018495      -1.314974  
    -1.343616       0.460775      -1.385127  
    -2.505617      -0.448917      -1.485346  
    -2.812396      -1.652240      -1.643817  
    -2.299011      -0.314310      -1.713344  
    -2.389793      -0.963553      -1.866804  
    -2.591390      -2.848049      -1.429599  
    -3.524873      -0.599176      -1.529818  
    -2.302768       0.732493      -1.844254  
    -2.945750      -0.681192      -1.626905  
    -3.657601       0.673642      -1.546730  
    -1.895191       1.185774      -1.775354  
    -2.085518      -0.519038      -1.715849  
    -3.340180      -1.532659      -1.746541  
    -2.436122       0.223491      -2.052835  
    -2.093658       0.014381      -1.655092  
    -3.293850      -0.041340      -1.656971  
    -2.666519       2.409757      -2.009615  
    -1.918356       1.111897      -1.972033  
    -2.551321      -0.743800      -1.710212  
    -2.903803       0.812005      -1.854903  
    -1.549595       2.049762      -1.938210  
    -1.360520       1.145705      -1.583686  
    -3.050305       1.577699      -1.720234  
    -1.676689       2.909994      -1.720860  
    -1.413736       0.864596      -1.440248  
    -2.507495       0.113928      -1.586818  
    -1.890182       1.926425      -1.688915  
    -0.953569       2.054145      -1.462797  
    -2.239534       1.196417      -1.487225  
    -1.900199       1.660341      -1.683278  
    -0.724424       2.173726      -1.471566  
    -1.691089       0.652981      -1.575543  
    -1.738045       1.629037      -1.755310  
    -0.726302       2.884325      -1.479709  
    -0.524079       3.310684      -1.633169  
    -2.156265       1.213321      -1.514785  
    -0.986751       2.589442      -1.589323  
    -0.512183       4.524024      -1.409556  
    -1.005533       2.746587      -1.423962  
    -1.430640       2.901229      -1.472192  
     0.438830       5.865710      -1.122053  
    -0.118380       3.350753      -1.299315  
    -1.238434      -3.770263      -1.462170  
    -0.644912      -1.019274      -1.503511  
    -1.641629       2.466730      -1.412061  
    -0.580426       2.036615      -1.050647  
     0.333022       2.734066      -0.728695  
    -0.159701       4.170916      -1.480335  
    -0.283039       3.686957      -1.312469  
     0.076330       1.354815      -0.730574  
     0.194033       2.560642      -0.921616  
     0.389370       3.546716      -0.848957  
     0.641679       1.560169      -0.696123  
     0.677992       3.653775      -0.771287  
    -0.685607       2.181865      -1.076955  
     0.911519       2.016580      -0.782562  
     0.716809       2.911246      -0.229480  
     0.870824       3.195486      -0.850210  
     1.143168       4.322427      -0.976736  
     0.530863       1.612759      -0.456225  
     0.356813       3.330093      -0.746233  
     0.487038       3.381431      -0.827661  
     1.345391       0.664251      -0.430544  
     0.752495       2.217551      -0.411126  
     0.135808       4.295505      -0.711783  
     0.814477       2.504921      -0.537653  
     2.793511       4.458912      -0.280842  
     1.516937       6.008456      -0.589015  
     0.292327       2.561894      -0.824529  
     1.879436       2.063536      -0.307776  
     2.097312       4.257941      -0.139283  
     1.123760       4.704961      -0.697376  
     1.233949       3.057748      -0.280216  
     0.797573       2.329619      -0.019020  
     2.450420       6.107376      -0.974857  
     2.380925       5.528254      -0.418016  
     2.115468       3.047731      -0.055350  
     2.061625       5.080608      -0.605927  
     1.682848       4.559085      -0.865243  
     2.146772       3.223659       0.002276  
     1.601457       4.224133       0.011672  
     1.977731       5.324778      -0.881528  
     2.331465       3.712626       0.019814  
     1.883193       4.333696      -0.102954  
     2.000269       5.956492      -0.653530  
     2.956291       4.747534      -0.205052  
     2.017800       4.434495       0.152604  
     1.670326       6.027238      -0.539532  
     2.722138       5.568949      -0.441818  
     2.804780       4.724995       0.310449  
     1.727925       6.090472      -0.360391  
     2.543079       6.487406      -0.600289  
     3.083385       5.782442       0.032342  
     2.534314       6.145567      -0.026537  
     2.357760       6.614500      -0.685475  
     3.152254       5.823137      -0.162459  
     2.936257       6.009708       0.374964  
     2.300161       7.299430      -0.459357  
     3.027664       6.318991      -0.654783  
     3.039560       6.003447       0.203966  
     2.594418       6.706534      -0.176865  
     2.379673       6.459233      -0.634739  
     2.717755       5.609018      -0.017768  
     2.042217       6.500554      -0.295875  
     1.895714       6.881209      -0.645388  
     2.534314       5.465020      -0.330325  
     2.730277       6.101742      -0.116107  
     2.027817       6.263270      -0.946670  
     2.408472       5.722338      -0.727442  
     2.941265       5.379873      -0.005240  
     2.623843       5.359839      -0.543290  
     2.400333       4.926593      -0.892803  
     2.692086       5.062452      -0.338468  
     2.687077       5.270310      -0.466873  
     2.118598       4.942245      -1.068812  
     3.122828       5.038661      -0.253908  
     2.986969       5.979656      -0.636619  
     2.010287       5.158868      -1.003043  
     2.662034       4.648614      -0.644761  
     3.450267       4.447643      -0.486290  
     2.627600       2.762865      -0.809496  
     2.191223       4.008135      -0.871506  
     3.118445       5.443733      -0.451840  
     2.973195       4.441382      -0.850210  
     1.796168       3.573637      -0.790078  
     2.627600       4.711222      -0.563960  
     3.247418       3.878537      -0.573982  
     1.738569       2.072927      -0.771287  
     1.902601       3.359518      -0.523246  
     2.474211       3.689462      -0.245765  
     1.896340       1.721071      -0.627849  
     1.491268       1.666602      -0.587136  
     1.967087       2.663319      -0.372292  
     2.213136       1.364832      -0.307776  
     1.273392       1.552656      -0.238249  
     1.810568       4.082639      -0.113602  
     2.404716       2.856777      -0.015262  
     1.056769       0.648599      -0.305270  
     0.736217       0.953499       0.069924  
     2.380299       2.079188       0.380602  
     1.895714       0.644216       0.192692  
     0.324257       0.279838       0.222131  
     1.860654       2.570033       0.372459  
     2.480472       0.704946       0.591061  
     0.718687      -0.352501       0.549721  
     1.307201       1.774914       0.534062  
     2.573131       1.259651       0.683763  
     0.957849      -0.798269       0.682511  
     0.506446       0.768806       0.563501  
     2.312056       1.298468       0.804026  
     1.801176      -0.972318       0.884201  
     0.334901      -0.308049       0.707565  
     2.410351       0.807623       0.890465  
     2.693964      -0.838338       1.090276  
     0.713052      -1.349218       0.936816  
     2.194354       0.559695       0.949343  
     3.151002      -0.397578       1.148528  
     1.116247      -2.212580       1.084012  
     1.284036      -0.237928       0.849124  
     3.274339      -0.303667       1.144770  
     1.792411      -2.316509       1.211165  
     1.213915      -0.927241       1.020749  
     3.263696      -0.358762       1.169198  
     2.684573      -2.455498       1.464217  
     1.171342      -1.837559       1.246241  
     3.063351      -0.226033       1.144770  
     3.398302      -2.152476       1.650248  
     1.315340      -2.186285       1.256889  
     2.644504      -0.550968       1.255637  
     3.780836      -1.688552       1.598260  
     2.039086      -2.501828       1.546897  
     2.077903      -0.786999       1.390932  
     3.849705      -0.632984       1.555040  
     2.546210      -2.241379       1.656512  
     1.782394      -1.150751       1.350218  
     3.551066      -0.311806       1.569447  
     3.063977      -1.778081       1.726665  
     1.527580      -1.627823       1.464217  
     2.660782      -0.215390       1.550656  
     3.260565      -1.192072       1.897037  
     1.473111      -1.530154       1.650248  
     2.094807       0.184675       1.488645  
     3.184184      -0.329336       1.755478  
     1.532589      -1.272210       1.705995  
     1.416138       0.272325       1.441668  
     2.777859       0.278586       1.663402  
     1.699752      -1.110056       1.751093  
     0.802581      -0.096435       1.456074  
     2.298283       0.897152       1.757983  
     2.060373      -0.414483       1.895784  
     0.402517       0.040676       1.677808  
     1.616483       2.162456       1.739819  
     2.459185       1.245877       1.884509  
     0.674861      -0.235424       1.369636  
     0.902128      -0.625471       1.048936  
     2.179328      -1.369878       1.639600  
     0.595349      -2.465515       1.657764  
     0.014349      -0.798269       1.680940  
     1.500033       1.577073       1.673424  
     1.111238       1.154470       1.543766  
     0.286693       1.518222       1.501799  
     1.329113       1.837522       1.528733  
     1.406121      -0.012540       1.690962  
    -0.218553      -0.674305       1.410349  
     0.304223       0.745641       1.573831  
     0.666722       0.538409       1.635842  
